X; Y; Z; Time
1,606;0;1,944;1,16
1,6;0;1,95;1,16
1,595;0;1,954;1,17
1,591;0;1,959;1,17
1,587;0;1,963;1,17
1,582;0;1,967;1,18
1,578;0;1,971;1,18
1,573;0;1,976;1,19
1,569;0;1,98;1,19
1,564;0;1,985;1,19
1,56;0;1,989;1,2
1,555;0;1,994;1,2
1,55;0;1,999;1,2
1,545;0;2,003;1,21
1,54;0;2,008;1,21
1,535;0;2,013;1,22
1,53;0;2,018;1,22
1,525;0;2,023;1,22
1,519;0;2,028;1,23
1,514;0;2,033;1,23
1,509;0;2,038;1,23
1,504;0;2,043;1,24
1,491;0;2,056;1,25
1,485;0;2,061;1,25
1,48;0;2,066;1,25
1,475;0;2,071;1,26
1,469;0;2,077;1,26
1,463;0;2,082;1,27
1,458;0;2,088;1,27
1,453;0;2,092;1,27
1,448;0;2,097;1,28
1,443;0;2,103;1,28
1,437;0;2,108;1,28
1,432;0;2,113;1,29
1,427;0;2,118;1,29
1,421;0;2,123;1,29
1,416;0;2,128;1,3
1,411;0;2,133;1,3
1,405;0;2,139;1,31
1,4;0;2,144;1,31
1,394;0;2,149;1,31
1,389;0;2,154;1,32
1,384;0;2,159;1,32
1,379;0;2,164;1,32
1,373;0;2,17;1,33
1,368;0;2,175;1,33
1,363;0;2,18;1,34
1,358;0;2,184;1,34
1,353;0;2,189;1,34
1,347;0;2,195;1,35
1,342;0;2,2;1,35
1,337;0;2,205;1,35
1,332;0;2,21;1,36
1,326;0;2,215;1,36
1,32;0;2,221;1,37
1,315;0;2,226;1,37
1,31;0;2,231;1,37
1,305;0;2,236;1,38
1,3;0;2,241;1,38
1,294;0;2,246;1,38
1,289;0;2,251;1,39
1,284;0;2,256;1,39
1,278;0;2,262;1,39
1,273;0;2,266;1,4
1,268;0;2,272;1,4
1,261;0;2,279;1,41
1,254;0;2,285;1,41
1,248;0;2,291;1,42
1,243;0;2,296;1,42
1,237;0;2,301;1,42
1,232;0;2,307;1,43
1,225;0;2,314;1,43
1,217;0;2,321;1,44
1,212;0;2,326;1,44
1,205;0;2,332;1,45
1,201;0;2,337;1,45
1,196;0;2,342;1,45
1,191;0;2,346;1,46
1,187;0;2,351;1,46
1,182;0;2,355;1,46
1,177;0;2,359;1,47
1,173;0;2,364;1,47
1,169;0;2,368;1,47
1,164;0;2,372;1,48
1,16;0;2,376;1,48
1,156;0;2,381;1,49
1,151;0;2,385;1,49
1,147;0;2,389;1,49
1,143;0;2,393;1,5
1,139;0;2,397;1,5
1,135;0;2,401;1,5
1,131;0;2,405;1,51
1,127;0;2,409;1,51
1,123;0;2,412;1,51
1,119;0;2,416;1,52
1,115;0;2,42;1,52
1,112;0;2,423;1,53
1,108;0;2,427;1,53
1,105;0;2,43;1,53
1,101;0;2,433;1,54
1,098;0;2,437;1,54
1,095;0;2,44;1,54
1,091;0;2,443;1,55
1,088;0;2,446;1,55
1,084;0;2,45;1,55
1,081;0;2,453;1,56
1,078;0;2,456;1,56
1,075;0;2,459;1,57
1,072;0;2,462;1,57
1,069;0;2,465;1,57
1,066;0;2,467;1,58
1,063;0;2,47;1,58
1,06;0;2,473;1,58
1,057;0;2,476;1,59
1,054;0;2,479;1,59
1,052;0;2,481;1,6
1,049;0;2,484;1,6
1,047;0;2,486;1,6
1,044;0;2,489;1,61
1,042;0;2,491;1,61
1,04;0;2,493;1,61
1,038;0;2,495;1,62
1,035;0;2,497;1,62
1,033;0;2,499;1,63
1,031;0;2,501;1,63
1,029;0;2,503;1,63
1,027;0;2,505;1,64
1,025;0;2,507;1,64
1,023;0;2,509;1,64
1,022;0;2,51;1,65
1,02;0;2,512;1,65
1,018;0;2,514;1,65
1,017;0;2,515;1,66
1,015;0;2,517;1,66
1,013;0;2,518;1,67
1,012;0;2,52;1,67
1,011;0;2,521;1,67
1,009;0;2,522;1,68
1,008;0;2,524;1,68
1,007;0;2,525;1,68
1,005;0;2,526;1,69
1,004;0;2,527;1,69
1,003;0;2,528;1,7
1,002;0;2,529;1,7
1,001;0;2,53;1,7
1;0;2,531;1,71
1;0;2,532;1,71
0,999;0;2,532;1,71
0,998;0;2,533;1,72
0,998;0;2,534;1,72
0,997;0;2,534;1,73
0,997;0;2,535;1,73
0,996;0;2,535;1,73
0,996;0;2,535;1,74
0,996;0;2,536;1,74
0,995;0;2,536;1,74
0,995;0;2,536;1,75
0,995;0;2,536;1,75
0,995;0;2,536;1,75
0,995;0;2,536;1,76
0,995;0;2,536;1,76
0,995;0;2,536;1,77
0,995;0;2,536;1,77
0,995;0;2,536;1,77
0,995;0;2,536;1,78
0,995;0;2,536;1,78
0,995;0;2,536;1,78
0,995;0;2,536;1,79
0,995;0;2,536;1,79
0,995;0;2,536;1,79
0,995;0;2,536;1,8
0,995;0;2,536;1,8
0,995;0;2,536;1,8
0,995;0;2,536;1,81
0,995;0;2,536;1,81
0,995;0;2,536;1,81
0,995;0;2,536;1,82
0,995;0;2,536;1,82
0,995;0;2,536;1,82
0,995;0;2,536;1,83
0,995;0;2,536;1,83
0,995;0;2,536;1,83
0,995;0;2,536;1,83
0,995;0;2,536;1,84
0,995;0;2,536;1,84
0,995;0;2,536;1,85
0,995;0;2,536;1,85
0,995;0;2,536;1,85
0,995;0;2,536;1,85
0,995;0;2,536;1,86
0,995;0;2,536;1,86
0,995;0;2,536;1,87
0,995;0;2,536;1,87
0,995;0;2,536;1,87
0,995;0;2,536;1,87
0,995;0;2,536;1,88
0,995;0;2,536;1,88
0,995;0;2,536;1,89
0,995;0;2,536;1,89
0,995;0;2,536;1,89
0,995;0;2,536;1,9
0,995;0;2,536;1,9
0,995;0;2,536;1,9
0,995;0;2,536;1,9
0,995;0;2,536;1,91
0,995;0;2,536;1,91
0,995;0;2,536;1,91
0,995;0;2,536;1,92
0,995;0;2,536;1,92
0,995;0;2,536;1,92
0,995;0;2,536;1,93
0,995;0;2,536;1,93
0,995;0;2,536;1,93
0,995;0;2,536;1,94
0,995;0;2,536;1,94
0,995;0;2,536;1,94
0,995;0;2,536;1,95
0,995;0;2,536;1,95
0,995;0;2,536;1,95
0,995;0;2,536;1,96
0,995;0;2,536;1,96
0,995;0;2,536;1,98
0,995;0;2,536;1,98
0,995;0;2,536;1,98
0,995;0;2,536;1,99
0,995;0;2,536;1,99
0,995;0;2,536;1,99
0,995;0;2,536;2
0,995;0;2,536;2
0,995;0;2,536;2
0,995;0;2,536;2,01
0,995;0;2,536;2,01
0,995;0;2,536;2,01
0,995;0;2,536;2,02
0,995;0;2,536;2,02
0,995;0;2,536;2,02
0,995;0;2,536;2,03
0,995;0;2,536;2,03
0,995;0;2,536;2,03
0,995;0;2,536;2,03
0,995;0;2,536;2,04
0,995;0;2,536;2,04
0,995;0;2,536;2,04
0,995;0;2,536;2,05
0,995;0;2,536;2,05
0,995;0;2,536;2,05
0,995;0;2,536;2,06
0,995;0;2,536;2,06
0,995;0;2,536;2,06
0,995;0;2,536;2,07
0,995;0;2,536;2,07
0,995;0;2,536;2,07
0,995;0;2,536;2,08
0,995;0;2,536;2,08
0,995;0;2,536;2,08
0,995;0;2,536;2,09
0,995;0;2,536;2,09
0,995;0;2,536;2,09
0,995;0;2,536;2,1
0,995;0;2,536;2,1
0,995;0;2,536;2,1
0,995;0;2,536;2,11
0,995;0;2,536;2,11
0,995;0;2,536;2,11
0,995;0;2,536;2,12
0,995;0;2,536;2,12
0,995;0;2,536;2,12
0,995;0;2,536;2,13
0,995;0;2,536;2,13
0,995;0;2,536;2,13
0,995;0;2,536;2,14
0,995;0;2,536;2,14
0,995;0;2,536;2,14
0,995;0;2,536;2,15
0,995;0;2,536;2,15
0,995;0;2,536;2,15
0,995;0;2,536;2,16
0,995;0;2,536;2,16
0,995;0;2,536;2,16
0,995;0;2,536;2,17
0,995;0;2,536;2,17
0,995;0;2,536;2,17
0,995;0;2,536;2,18
0,995;0;2,536;2,18
0,995;0;2,536;2,18
0,995;0;2,536;2,19
0,995;0;2,536;2,19
0,995;0;2,536;2,19
0,995;0;2,536;2,2
0,995;0;2,536;2,2
0,995;0;2,536;2,2
0,995;0;2,536;2,21
0,995;0;2,536;2,21
0,995;0;2,536;2,21
0,995;0;2,536;2,22
0,995;0;2,536;2,22
0,995;0;2,536;2,22
0,995;0;2,536;2,23
0,995;0;2,536;2,23
0,995;0;2,536;2,23
0,995;0;2,536;2,24
0,995;0;2,536;2,24
0,995;0;2,536;2,24
0,995;0;2,536;2,25
0,995;0;2,536;2,25
0,995;0;2,536;2,25
0,995;0;2,536;2,26
0,995;0;2,536;2,26
0,995;0;2,536;2,26
0,995;0;2,536;2,27
0,995;0;2,536;2,27
0,995;0;2,536;2,27
0,995;0;2,536;2,28
0,995;0;2,536;2,28
0,995;0;2,536;2,28
0,995;0;2,536;2,29
0,995;0;2,536;2,29
0,995;0;2,536;2,29
0,995;0;2,536;2,3
0,995;0;2,536;2,3
0,995;0;2,536;2,3
0,995;0;2,536;2,31
0,995;0;2,536;2,31
0,995;0;2,536;2,31
0,995;0;2,536;2,32
0,995;0;2,536;2,32
0,995;0;2,536;2,32
1,031;0;2,5;2,33
1,031;0;2,5;2,33
1,107;0;2,45;2,33
1,107;0;2,45;2,34
1,198;0;2,361;2,34
1,198;0;2,361;2,35
1,305;0;2,242;2,35
1,305;0;2,242;2,35
1,425;0;2,05;2,36
1,425;0;2,05;2,36
1,499;0;1,883;2,36
1,499;0;1,883;2,37
1,549;0;1,741;2,37
1,549;0;1,741;2,37
1,56;0;1,596;2,38
1,56;0;1,596;2,38
1,557;0;1,474;2,39
1,557;0;1,474;2,39
1,544;0;1,372;2,39
1,544;0;1,372;2,4
1,529;0;1,295;2,4
1,501;0;1,199;2,42
1,489;0;1,174;2,43
1,489;0;1,174;2,43
1,477;0;1,154;2,43
1,477;0;1,154;2,44
1,472;0;1,136;2,44
1,472;0;1,136;2,44
1,465;0;1,13;2,45
1,459;0;1,116;2,45
1,459;0;1,116;2,46
1,46;0;1,112;2,46
1,46;0;1,112;2,46
1,462;0;1,104;2,47
1,462;0;1,104;2,47
1,471;0;1,102;2,48
1,471;0;1,102;2,48
1,472;0;1,093;2,48
1,472;0;1,093;2,49
1,482;0;1,087;2,49
1,482;0;1,087;2,49
1,484;0;1,079;2,5
1,484;0;1,079;2,5
1,485;0;1,075;2,51
1,485;0;1,075;2,51
1,494;0;1,072;2,51
1,494;0;1,072;2,52
1,494;0;1,072;2,52
1,494;0;1,072;2,52
1,494;0;1,072;2,53
1,494;0;1,072;2,53
1,494;0;1,072;2,53
1,494;0;1,072;2,54
1,494;0;1,072;2,54
1,501;0;1,078;2,54
1,515;0;1,093;2,55
1,529;0;1,113;2,56
1,529;0;1,113;2,56
1,529;0;1,113;2,56
1,529;0;1,113;2,57
1,529;0;1,113;2,57
1,529;0;1,113;2,57
1,529;0;1,113;2,58
1,529;0;1,113;2,58
1,529;0;1,113;2,58
1,529;0;1,113;2,59
1,529;0;1,113;2,59
1,529;0;1,113;2,59
1,529;0;1,113;2,6
1,529;0;1,113;2,6
1,529;0;1,113;2,6
1,529;0;1,113;2,6
1,529;0;1,113;2,61
1,529;0;1,113;2,61
1,529;0;1,113;2,62
1,529;0;1,113;2,63
1,529;0;1,113;2,63
1,529;0;1,113;2,63
1,529;0;1,113;2,63
1,529;0;1,113;2,64
1,529;0;1,113;2,64
1,529;0;1,113;2,64
1,529;0;1,113;2,65
1,529;0;1,113;2,65
1,529;0;1,113;2,65
1,529;0;1,113;2,66
1,529;0;1,113;2,66
1,529;0;1,113;2,66
1,529;0;1,113;2,67
1,529;0;1,113;2,67
1,529;0;1,113;2,67
1,529;0;1,113;2,68
1,529;0;1,113;2,68
1,529;0;1,113;2,68
1,529;0;1,113;2,69
1,529;0;1,113;2,69
1,529;0;1,113;2,69
1,529;0;1,113;2,7
1,529;0;1,113;2,7
1,529;0;1,113;2,7
1,529;0;1,113;2,71
1,529;0;1,113;2,71
1,529;0;1,113;2,71
1,529;0;1,113;2,72
1,529;0;1,113;2,72
1,529;0;1,113;2,72
1,529;0;1,113;2,73
1,529;0;1,113;2,73
1,529;0;1,113;2,73
1,529;0;1,113;2,73
1,529;0;1,113;2,74
1,529;0;1,113;2,74
1,529;0;1,113;2,74
1,529;0;1,113;2,75
1,529;0;1,113;2,75
1,529;0;1,113;2,75
1,529;0;1,113;2,76
1,529;0;1,113;2,76
1,529;0;1,113;2,76
1,529;0;1,113;2,77
1,529;0;1,113;2,77
1,529;0;1,113;2,77
1,529;0;1,113;2,78
1,529;0;1,113;2,78
1,559;0;1,05;2,78
1,559;0;1,05;2,79
1,61;0;0,944;2,79
1,66;0;0,804;2,8
1,66;0;0,804;2,8
1,693;0;0,637;2,8
1,693;0;0,637;2,81
1,698;0;0,471;2,81
1,698;0;0,471;2,81
1,698;0;0,471;2,82
1,682;0;0,302;2,82
1,648;0;0,145;2,82
1,648;0;0,145;2,83
1,61;0;0,012;2,83
1,61;0;0,012;2,84
1,61;0;0,012;2,84
1,559;0;-0,107;2,84
1,559;0;-0,107;2,85
1,499;0;-0,202;2,85
1,499;0;-0,202;2,85
1,449;0;-0,286;2,86
1,449;0;-0,286;2,86
1,397;0;-0,344;2,86
1,397;0;-0,344;2,87
1,356;0;-0,395;2,87
1,356;0;-0,395;2,87
1,314;0;-0,423;2,88
1,314;0;-0,423;2,88
1,277;0;-0,442;2,88
1,277;0;-0,442;2,89
1,253;0;-0,453;2,89
1,253;0;-0,453;2,89
1,232;0;-0,456;2,9
1,232;0;-0,456;2,9
1,232;0;-0,456;2,9
1,232;0;-0,456;2,91
1,232;0;-0,456;2,91
1,232;0;-0,456;2,91
1,232;0;-0,456;2,92
1,232;0;-0,456;2,92
1,232;0;-0,456;2,92
1,232;0;-0,456;2,93
1,232;0;-0,456;2,93
1,232;0;-0,456;2,93
1,232;0;-0,456;2,94
1,232;0;-0,456;2,94
1,232;0;-0,456;2,94
1,232;0;-0,456;2,94
1,232;0;-0,456;2,95
1,232;0;-0,456;2,95
1,232;0;-0,456;2,95
1,232;0;-0,456;2,96
1,232;0;-0,456;2,96
1,232;0;-0,456;2,96
1,232;0;-0,456;2,97
1,232;0;-0,456;2,97
1,232;0;-0,456;2,97
1,232;0;-0,456;2,98
1,232;0;-0,456;2,98
1,232;0;-0,456;2,98
1,232;0;-0,456;2,99
1,232;0;-0,456;2,99
1,232;0;-0,456;2,99
1,232;0;-0,456;3
1,232;0;-0,456;3
1,232;0;-0,456;3
1,232;0;-0,456;3,01
1,232;0;-0,456;3,01
1,232;0;-0,456;3,01
1,232;0;-0,456;3,02
1,232;0;-0,456;3,02
1,232;0;-0,456;3,02
1,232;0;-0,456;3,03
1,232;0;-0,456;3,03
1,232;0;-0,456;3,03
1,232;0;-0,456;3,03
1,232;0;-0,456;3,04
1,232;0;-0,456;3,04
1,232;0;-0,456;3,05
1,232;0;-0,456;3,05
1,232;0;-0,456;3,05
1,232;0;-0,456;3,05
1,232;0;-0,456;3,06
1,232;0;-0,456;3,06
1,232;0;-0,456;3,06
1,232;0;-0,456;3,07
1,232;0;-0,456;3,07
1,232;0;-0,456;3,07
1,232;0;-0,456;3,08
1,232;0;-0,456;3,08
1,232;0;-0,456;3,08
1,232;0;-0,456;3,09
1,232;0;-0,456;3,09
1,232;0;-0,456;3,09
1,232;0;-0,456;3,1
1,232;0;-0,456;3,1
1,232;0;-0,456;3,1
1,232;0;-0,456;3,11
1,232;0;-0,456;3,11
1,232;0;-0,456;3,11
1,232;0;-0,456;3,12
1,232;0;-0,456;3,12
1,232;0;-0,456;3,12
1,232;0;-0,456;3,13
1,232;0;-0,456;3,13
1,232;0;-0,456;3,13
1,232;0;-0,456;3,14
1,232;0;-0,456;3,14
1,232;0;-0,456;3,14
1,232;0;-0,456;3,14
1,232;0;-0,456;3,15
1,232;0;-0,456;3,15
1,232;0;-0,456;3,15
1,232;0;-0,456;3,16
1,232;0;-0,456;3,16
1,232;0;-0,456;3,16
1,232;0;-0,456;3,17
1,232;0;-0,456;3,17
1,232;0;-0,456;3,17
1,232;0;-0,493;3,18
1,232;0;-0,493;3,18
1,249;0;-0,55;3,19
1,249;0;-0,55;3,19
1,261;0;-0,615;3,19
1,275;0;-0,81;3,21
1,275;0;-0,81;3,21
1,285;0;-0,957;3,22
1,285;0;-0,957;3,22
1,27;0;-1,088;3,22
1,27;0;-1,088;3,23
1,254;0;-1,201;3,23
1,254;0;-1,201;3,23
1,233;0;-1,287;3,24
1,233;0;-1,287;3,24
1,23;0;-1,366;3,25
1,23;0;-1,366;3,25
1,222;0;-1,45;3,25
1,222;0;-1,45;3,26
1,224;0;-1,526;3,26
1,224;0;-1,526;3,26
1,224;0;-1,526;3,27
1,232;0;-1,595;3,27
1,232;0;-1,595;3,27
1,236;0;-1,67;3,28
1,236;0;-1,67;3,28
1,246;0;-1,756;3,28
1,246;0;-1,756;3,29
1,256;0;-1,861;3,29
1,256;0;-1,861;3,29
1,261;0;-1,939;3,3
1,261;0;-1,939;3,3
1,271;0;-2,016;3,3
1,271;0;-2,016;3,31
1,279;0;-2,094;3,31
1,279;0;-2,094;3,31
1,296;0;-2,186;3,32
1,296;0;-2,186;3,32
1,313;0;-2,28;3,33
1,313;0;-2,28;3,33
1,326;0;-2,362;3,33
1,326;0;-2,362;3,34
1,326;0;-2,362;3,34
1,346;0;-2,423;3,34
1,346;0;-2,423;3,35
1,376;0;-2,498;3,35
1,376;0;-2,498;3,35
1,407;0;-2,554;3,36
1,407;0;-2,554;3,36
1,434;0;-2,615;3,36
1,434;0;-2,615;3,37
1,46;0;-2,701;3,37
1,46;0;-2,701;3,37
1,492;0;-2,785;3,38
1,492;0;-2,785;3,38
1,513;0;-2,881;3,38
1,513;0;-2,881;3,39
1,545;0;-2,995;3,39
1,545;0;-2,995;3,39
1,556;0;-3,082;3,4
1,556;0;-3,082;3,4
1,574;0;-3,166;3,41
1,574;0;-3,166;3,41
1,598;0;-3,249;3,41
1,598;0;-3,249;3,42
1,594;0;-3,302;3,42
1,594;0;-3,302;3,43
1,603;0;-3,347;3,43
1,603;0;-3,347;3,43
1,6;0;-3,374;3,44
1,6;0;-3,374;3,44
1,612;0;-3,393;3,44
1,612;0;-3,393;3,45
1,605;0;-3,397;3,45
1,605;0;-3,397;3,46
1,605;0;-3,397;3,46
1,605;0;-3,397;3,47
1,605;0;-3,397;3,47
1,605;0;-3,397;3,47
1,605;0;-3,397;3,48
1,6;0;-3,374;3,48
1,6;0;-3,374;3,48
1,607;0;-3,369;3,49
1,607;0;-3,369;3,49
1,591;0;-3,328;3,5
1,591;0;-3,328;3,5
1,598;0;-3,324;3,5
1,598;0;-3,324;3,51
1,587;0;-3,305;3,51
1,582;0;-3,283;3,52
1,582;0;-3,283;3,52
1,571;0;-3,265;3,52
1,571;0;-3,265;3,53
1,578;0;-3,261;3,53
1,566;0;-3,243;3,54
1,566;0;-3,243;3,54
1,565;0;-3,243;3,55
1,565;0;-3,244;3,55
1,549;0;-3,204;3,55
1,548;0;-3,204;3,56
1,543;0;-3,183;3,56
1,543;0;-3,183;3,57
1,538;0;-3,162;3,57
1,537;0;-3,163;3,57
1,52;0;-3,125;3,58
1,508;0;-3,108;3,58
1,507;0;-3,109;3,59
1,497;0;-3,067;3,59
1,496;0;-3,068;3,59
1,473;0;-3,036;3,6
1,472;0;-3,037;3,6
1,462;0;-2,996;3,61
1,461;0;-2,997;3,61
1,454;0;-2,978;3,61
1,453;0;-2,979;3,62
1,429;0;-2,948;3,62
1,428;0;-2,95;3,63
1,411;0;-2,915;3,63
1,405;0;-2,896;3,63
1,403;0;-2,898;3,64
1,401;0;-2,899;3,64
1,384;0;-2,865;3,65
1,371;0;-2,851;3,65
1,369;0;-2,853;3,65
1,346;0;-2,824;3,66
1,344;0;-2,826;3,66
1,331;0;-2,812;3,67
1,328;0;-2,814;3,67
1,315;0;-2,801;3,67
1,313;0;-2,803;3,68
1,299;0;-2,79;3,68
1,296;0;-2,792;3,69
1,293;0;-2,794;3,69
1,257;0;-2,774;3,69
1,254;0;-2,776;3,7
1,228;0;-2,772;3,7
1,225;0;-2,774;3,71
1,19;0;-2,755;3,71
1,187;0;-2,757;3,71
1,13;0;-2,731;3,72
1,127;0;-2,733;3,72
1,072;0;-2,708;3,72
1,068;0;-2,71;3,73
1,014;0;-2,684;3,73
1,01;0;-2,687;3,73
0,951;0;-2,665;3,74
0,947;0;-2,667;3,74
0,88;0;-2,632;3,75
0,877;0;-2,634;3,75
0,873;0;-2,637;3,75
0,808;0;-2,602;3,76
0,803;0;-2,605;3,76
0,751;0;-2,581;3,76
0,69;0;-2,564;3,77
0,685;0;-2,566;3,77
0,624;0;-2,549;3,78
0,619;0;-2,551;3,78
0,614;0;-2,554;3,78
0,542;0;-2,527;3,79
0,465;0;-2,502;3,79
0,46;0;-2,505;3,79
0,368;0;-2,488;3,8
0,363;0;-2,49;3,8
0,273;0;-2,473;3,81
0,268;0;-2,475;3,81
0,151;0;-2,44;3,81
0,145;0;-2,442;3,82
0,048;0;-2,427;3,82
0,041;0;-2,43;3,82
-0,059;0;-2,401;3,83
-0,065;0;-2,403;3,83
-0,149;0;-2,394;3,84
-0,156;0;-2,397;3,84
-0,223;0;-2,381;3,84
-0,23;0;-2,384;3,85
-0,236;0;-2,386;3,85
-0,243;0;-2,388;3,85
-0,249;0;-2,39;3,86
-0,255;0;-2,392;3,86
-0,262;0;-2,394;3,86
-0,268;0;-2,397;3,87
-0,275;0;-2,399;3,87
-0,281;0;-2,401;3,87
-0,288;0;-2,403;3,88
-0,295;0;-2,405;3,88
-0,302;0;-2,408;3,89
-0,309;0;-2,41;3,89
-0,316;0;-2,413;3,89
-0,323;0;-2,415;3,9
-0,33;0;-2,417;3,9
-0,336;0;-2,419;3,9
-0,344;0;-2,422;3,91
-0,351;0;-2,424;3,91
-0,358;0;-2,427;3,91
-0,364;0;-2,429;3,92
-0,371;0;-2,431;3,92
-0,379;0;-2,434;3,93
-0,385;0;-2,436;3,93
-0,393;0;-2,438;3,93
-0,399;0;-2,441;3,94
-0,406;0;-2,443;3,94
-0,414;0;-2,446;3,94
-0,421;0;-2,448;3,95
-0,427;0;-2,45;3,95
-0,434;0;-2,452;3,96
-0,441;0;-2,455;3,96
-0,448;0;-2,457;3,96
-0,455;0;-2,459;3,97
-0,487;0;-2,47;3,98
-0,494;0;-2,472;3,99
-0,501;0;-2,475;3,99
